"Country or Area","Year","Area","Sex","Age","Literacy","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Burundi","2008","Total","Both Sexes","Unknown","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","846",""
"Burundi","2008","Total","Both Sexes","Unknown","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","4751",""
"Cambodia","2008","Total","Both Sexes","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","2009","1619290",""
"Cambodia","2008","Total","Both Sexes","15 - 19","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","1459706",""
"Cambodia","2008","Total","Both Sexes","15 - 19","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","159570",""
"Cambodia","2008","Total","Both Sexes","15 - 19","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","14",""
"Cambodia","2008","Total","Both Sexes","15 +","Total","Census - de facto - complete tabulation","Final figure, complete","2009","8881890",""
"Cambodia","2008","Total","Both Sexes","15 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","6891035",""
"Cambodia","2008","Total","Both Sexes","15 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","1990705",""
"Cambodia","2008","Total","Both Sexes","15 +","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","150",""
"Cambodia","2008","Total","Both Sexes","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","2009","1369202",""
"Cambodia","2008","Total","Both Sexes","20 - 24","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","1154342",""
"Cambodia","2008","Total","Both Sexes","20 - 24","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","214843",""
"Cambodia","2008","Total","Both Sexes","20 - 24","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","17",""
"Cambodia","2008","Total","Both Sexes","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","2009","1233361",""
"Cambodia","2008","Total","Both Sexes","25 - 29","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","988120",""
"Cambodia","2008","Total","Both Sexes","25 - 29","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","245223",""
"Cambodia","2008","Total","Both Sexes","25 - 29","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","18",""
"Cambodia","2008","Total","Both Sexes","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","2009","693235",""
"Cambodia","2008","Total","Both Sexes","30 - 34","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","530388",""
"Cambodia","2008","Total","Both Sexes","30 - 34","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","162832",""
"Cambodia","2008","Total","Both Sexes","30 - 34","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","15",""
"Cambodia","2008","Total","Both Sexes","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","2009","844948",""
"Cambodia","2008","Total","Both Sexes","35 - 39","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","666400",""
"Cambodia","2008","Total","Both Sexes","35 - 39","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","178531",""
"Cambodia","2008","Total","Both Sexes","35 - 39","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","17",""
"Cambodia","2008","Total","Both Sexes","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","2009","737451",""
"Cambodia","2008","Total","Both Sexes","40 - 44","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","546019",""
"Cambodia","2008","Total","Both Sexes","40 - 44","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","191428",""
"Cambodia","2008","Total","Both Sexes","40 - 44","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","4",""
"Cambodia","2008","Total","Both Sexes","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","2009","653650",""
"Cambodia","2008","Total","Both Sexes","45 - 49","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","454342",""
"Cambodia","2008","Total","Both Sexes","45 - 49","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","199303",""
"Cambodia","2008","Total","Both Sexes","45 - 49","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","5",""
"Cambodia","2008","Total","Both Sexes","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","2009","490726",""
"Cambodia","2008","Total","Both Sexes","50 - 54","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","360066",""
"Cambodia","2008","Total","Both Sexes","50 - 54","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","130656",""
"Cambodia","2008","Total","Both Sexes","50 - 54","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","4",""
"Cambodia","2008","Total","Both Sexes","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","2009","391116",""
"Cambodia","2008","Total","Both Sexes","55 - 59","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","278759",""
"Cambodia","2008","Total","Both Sexes","55 - 59","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","112351",""
"Cambodia","2008","Total","Both Sexes","55 - 59","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","6",""
"Cambodia","2008","Total","Both Sexes","60 - 64","Total","Census - de facto - complete tabulation","Final figure, complete","2009","277611",""
"Cambodia","2008","Total","Both Sexes","60 - 64","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","179347",""
"Cambodia","2008","Total","Both Sexes","60 - 64","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","98260",""
"Cambodia","2008","Total","Both Sexes","60 - 64","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","4",""
"Cambodia","2008","Total","Both Sexes","65 - 69","Total","Census - de facto - complete tabulation","Final figure, complete","2009","216839",""
"Cambodia","2008","Total","Both Sexes","65 - 69","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","119337",""
"Cambodia","2008","Total","Both Sexes","65 - 69","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","97495",""
"Cambodia","2008","Total","Both Sexes","65 - 69","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","7",""
"Cambodia","2008","Total","Both Sexes","70 - 74","Total","Census - de facto - complete tabulation","Final figure, complete","2009","158945",""
"Cambodia","2008","Total","Both Sexes","70 - 74","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","75024",""
"Cambodia","2008","Total","Both Sexes","70 - 74","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","83918",""
"Cambodia","2008","Total","Both Sexes","70 - 74","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","3",""
"Cambodia","2008","Total","Both Sexes","75 +","Total","Census - de facto - complete tabulation","Final figure, complete","2009","195516",""
"Cambodia","2008","Total","Both Sexes","75 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2009","79185",""
"Cambodia","2008","Total","Both Sexes","75 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2009","116295",""
"Cambodia","2008","Total","Both Sexes","75 +","Unknown","Census - de facto - complete tabulation","Final figure, complete","2009","36",""
"China","2010","Total","Both Sexes","10 +","Total","Census - de jure - complete tabulation","Final figure, complete","2012","1111488248","3"
"China","2010","Total","Both Sexes","10 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","1057297384","3"
"China","2010","Total","Both Sexes","10 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","54190864","3"
"China","2010","Total","Both Sexes","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2012","99889114","3"
"China","2010","Total","Both Sexes","15 - 19","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","99577266","3"
"China","2010","Total","Both Sexes","15 - 19","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","311848","3"
"China","2010","Total","Both Sexes","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2012","127412518","3"
"China","2010","Total","Both Sexes","20 - 24","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","126911286","3"
"China","2010","Total","Both Sexes","20 - 24","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","501232","3"
"China","2010","Total","Both Sexes","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2012","101013852","3"
"China","2010","Total","Both Sexes","25 - 29","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","100404823","3"
"China","2010","Total","Both Sexes","25 - 29","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","609029","3"
"China","2010","Total","Both Sexes","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2012","97138203","3"
"China","2010","Total","Both Sexes","30 - 34","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","96273898","3"
"China","2010","Total","Both Sexes","30 - 34","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","864305","3"
"China","2010","Total","Both Sexes","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2012","118025959","3"
"China","2010","Total","Both Sexes","35 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","116605651","3"
"China","2010","Total","Both Sexes","35 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","1420308","3"
"China","2010","Total","Both Sexes","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2012","124753964","3"
"China","2010","Total","Both Sexes","40 - 44","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","122657002","3"
"China","2010","Total","Both Sexes","40 - 44","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","2096962","3"
"China","2010","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2012","105594553","3"
"China","2010","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","103301323","3"
"China","2010","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","2293230","3"
"China","2010","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2012","78753171","3"
"China","2010","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","75430773","3"
"China","2010","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","3322398","3"
"China","2010","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2012","81312474","3"
"China","2010","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","75649087","3"
"China","2010","Total","Both Sexes","55 - 59","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","5663387","3"
"China","2010","Total","Both Sexes","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2012","58667282","3"
"China","2010","Total","Both Sexes","60 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","52590232","3"
"China","2010","Total","Both Sexes","60 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","6077050","3"
"China","2010","Total","Both Sexes","65 - 69","Total","Census - de jure - complete tabulation","Final figure, complete","2012","41113282","3"
"China","2010","Total","Both Sexes","65 - 69","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","34776290","3"
"China","2010","Total","Both Sexes","65 - 69","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","6336992","3"
"China","2010","Total","Both Sexes","70 - 74","Total","Census - de jure - complete tabulation","Final figure, complete","2012","32972397","3"
"China","2010","Total","Both Sexes","70 - 74","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","25264402","3"
"China","2010","Total","Both Sexes","70 - 74","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","7707995","3"
"China","2010","Total","Both Sexes","75 - 79","Total","Census - de jure - complete tabulation","Final figure, complete","2012","23852133","3"
"China","2010","Total","Both Sexes","75 - 79","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","16126999","3"
"China","2010","Total","Both Sexes","75 - 79","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","7725134","3"
"China","2010","Total","Both Sexes","80 - 84","Total","Census - de jure - complete tabulation","Final figure, complete","2012","13373198","3"
"China","2010","Total","Both Sexes","80 - 84","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","7867884","3"
"China","2010","Total","Both Sexes","80 - 84","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","5505314","3"
"China","2010","Total","Both Sexes","85 +","Total","Census - de jure - complete tabulation","Final figure, complete","2012","7616148","3"
"China","2010","Total","Both Sexes","85 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","3860468","3"
"China","2010","Total","Both Sexes","85 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","3755680","3"
"China, Macao SAR","2016","Total","Both Sexes","15 - 19","Total","Sample survey - de jure","Final figure, complete","2017","32689","4"
"China, Macao SAR","2016","Total","Both Sexes","15 - 19","Literate","Sample survey - de jure","Final figure, complete","2017","32620","4"
"China, Macao SAR","2016","Total","Both Sexes","15 - 19","Illiterate","Sample survey - de jure","Final figure, complete","2017","69","4"
"China, Macao SAR","2016","Total","Both Sexes","15 +","Total","Sample survey - de jure","Final figure, complete","2017","572987","4"
"China, Macao SAR","2016","Total","Both Sexes","15 +","Literate","Sample survey - de jure","Final figure, complete","2017","553153","4"
"China, Macao SAR","2016","Total","Both Sexes","15 +","Illiterate","Sample survey - de jure","Final figure, complete","2017","19834","4"
"China, Macao SAR","2016","Total","Both Sexes","20 - 24","Total","Sample survey - de jure","Final figure, complete","2017","52773","4"
"China, Macao SAR","2016","Total","Both Sexes","20 - 24","Literate","Sample survey - de jure","Final figure, complete","2017","52670","4"
"China, Macao SAR","2016","Total","Both Sexes","20 - 24","Illiterate","Sample survey - de jure","Final figure, complete","2017","103","4"
"China, Macao SAR","2016","Total","Both Sexes","25 - 29","Total","Sample survey - de jure","Final figure, complete","2017","71139","4"
"China, Macao SAR","2016","Total","Both Sexes","25 - 29","Literate","Sample survey - de jure","Final figure, complete","2017","70950","4"
"China, Macao SAR","2016","Total","Both Sexes","25 - 29","Illiterate","Sample survey - de jure","Final figure, complete","2017","189","4"
"China, Macao SAR","2016","Total","Both Sexes","30 - 34","Total","Sample survey - de jure","Final figure, complete","2017","63877","4"
"China, Macao SAR","2016","Total","Both Sexes","30 - 34","Literate","Sample survey - de jure","Final figure, complete","2017","63727","4"
"China, Macao SAR","2016","Total","Both Sexes","30 - 34","Illiterate","Sample survey - de jure","Final figure, complete","2017","150","4"
"China, Macao SAR","2016","Total","Both Sexes","35 - 39","Total","Sample survey - de jure","Final figure, complete","2017","50042","4"
"China, Macao SAR","2016","Total","Both Sexes","35 - 39","Literate","Sample survey - de jure","Final figure, complete","2017","49735","4"
"China, Macao SAR","2016","Total","Both Sexes","35 - 39","Illiterate","Sample survey - de jure","Final figure, complete","2017","307","4"
"China, Macao SAR","2016","Total","Both Sexes","40 - 44","Total","Sample survey - de jure","Final figure, complete","2017","51495","4"
"China, Macao SAR","2016","Total","Both Sexes","40 - 44","Literate","Sample survey - de jure","Final figure, complete","2017","50942","4"
"China, Macao SAR","2016","Total","Both Sexes","40 - 44","Illiterate","Sample survey - de jure","Final figure, complete","2017","553","4"
"China, Macao SAR","2016","Total","Both Sexes","45 - 49","Total","Sample survey - de jure","Final figure, complete","2017","50630","4"
"China, Macao SAR","2016","Total","Both Sexes","45 - 49","Literate","Sample survey - de jure","Final figure, complete","2017","49835","4"
"China, Macao SAR","2016","Total","Both Sexes","45 - 49","Illiterate","Sample survey - de jure","Final figure, complete","2017","795","4"
"China, Macao SAR","2016","Total","Both Sexes","50 - 54","Total","Sample survey - de jure","Final figure, complete","2017","53376","4"
"China, Macao SAR","2016","Total","Both Sexes","50 - 54","Literate","Sample survey - de jure","Final figure, complete","2017","52082","4"
"China, Macao SAR","2016","Total","Both Sexes","50 - 54","Illiterate","Sample survey - de jure","Final figure, complete","2017","1294","4"
"China, Macao SAR","2016","Total","Both Sexes","55 - 59","Total","Sample survey - de jure","Final figure, complete","2017","49272","4"
"China, Macao SAR","2016","Total","Both Sexes","55 - 59","Literate","Sample survey - de jure","Final figure, complete","2017","46876","4"
"China, Macao SAR","2016","Total","Both Sexes","55 - 59","Illiterate","Sample survey - de jure","Final figure, complete","2017","2396","4"
"China, Macao SAR","2016","Total","Both Sexes","60 - 64","Total","Sample survey - de jure","Final figure, complete","2017","38311","4"
"China, Macao SAR","2016","Total","Both Sexes","60 - 64","Literate","Sample survey - de jure","Final figure, complete","2017","35497","4"
"China, Macao SAR","2016","Total","Both Sexes","60 - 64","Illiterate","Sample survey - de jure","Final figure, complete","2017","2814","4"
"China, Macao SAR","2016","Total","Both Sexes","65 +","Total","Sample survey - de jure","Final figure, complete","2017","59383","4"
"China, Macao SAR","2016","Total","Both Sexes","65 +","Literate","Sample survey - de jure","Final figure, complete","2017","48219","4"
"China, Macao SAR","2016","Total","Both Sexes","65 +","Illiterate","Sample survey - de jure","Final figure, complete","2017","11164","4"
"China, Macao SAR","2011","Total","Both Sexes","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2012","38729",""
"China, Macao SAR","2011","Total","Both Sexes","15 - 19","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","38589",""
"China, Macao SAR","2011","Total","Both Sexes","15 - 19","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","140",""
"China, Macao SAR","2011","Total","Both Sexes","15 +","Total","Census - de jure - complete tabulation","Final figure, complete","2012","486633",""
"China, Macao SAR","2011","Total","Both Sexes","15 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","465416",""
"China, Macao SAR","2011","Total","Both Sexes","15 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","21217",""
"China, Macao SAR","2011","Total","Both Sexes","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2012","56044",""
"China, Macao SAR","2011","Total","Both Sexes","20 - 24","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","55874",""
"China, Macao SAR","2011","Total","Both Sexes","20 - 24","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","170",""
"China, Macao SAR","2011","Total","Both Sexes","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2012","56312",""
"China, Macao SAR","2011","Total","Both Sexes","25 - 29","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","56116",""
"China, Macao SAR","2011","Total","Both Sexes","25 - 29","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","196",""
"China, Macao SAR","2011","Total","Both Sexes","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2012","42331",""
"China, Macao SAR","2011","Total","Both Sexes","30 - 34","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","42106",""
"China, Macao SAR","2011","Total","Both Sexes","30 - 34","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","225",""
"China, Macao SAR","2011","Total","Both Sexes","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2012","44661",""
"China, Macao SAR","2011","Total","Both Sexes","35 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","44334",""
"China, Macao SAR","2011","Total","Both Sexes","35 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","327",""
"China, Macao SAR","2011","Total","Both Sexes","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2012","44822",""
"China, Macao SAR","2011","Total","Both Sexes","40 - 44","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","44238",""
"China, Macao SAR","2011","Total","Both Sexes","40 - 44","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","584",""
"China, Macao SAR","2011","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2012","51324",""
"China, Macao SAR","2011","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","50027",""
"China, Macao SAR","2011","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","1297",""
"China, Macao SAR","2011","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2012","48063",""
"China, Macao SAR","2011","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","45698",""
"China, Macao SAR","2011","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","2365",""
"China, Macao SAR","2011","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2012","38347",""
"China, Macao SAR","2011","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","35452",""
"China, Macao SAR","2011","Total","Both Sexes","55 - 59","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","2895",""
"China, Macao SAR","2011","Total","Both Sexes","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2012","26036",""
"China, Macao SAR","2011","Total","Both Sexes","60 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","23956",""
"China, Macao SAR","2011","Total","Both Sexes","60 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","2080",""
"China, Macao SAR","2011","Total","Both Sexes","65 +","Total","Census - de jure - complete tabulation","Final figure, complete","2012","39964",""
"China, Macao SAR","2011","Total","Both Sexes","65 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2012","29026",""
"China, Macao SAR","2011","Total","Both Sexes","65 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2012","10938",""
"Colombia","2005","Total","Both Sexes","5 +","Total","Census - de facto - complete tabulation","Final figure, complete","2008","37359523",""
"Colombia","2005","Total","Both Sexes","5 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2008","33441424",""
"Colombia","2005","Total","Both Sexes","5 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2008","3269504",""
"Colombia","2005","Total","Both Sexes","5 +","Unknown","Census - de facto - complete tabulation","Final figure, complete","2008","648595",""
"Colombia","2005","Total","Both Sexes","10 - 14","Total","Census - de jure - complete tabulation","Final figure, complete","2009","4325890",""
"Colombia","2005","Total","Both Sexes","10 - 14","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","4158697",""
"Colombia","2005","Total","Both Sexes","10 - 14","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","109008",""
"Colombia","2005","Total","Both Sexes","10 - 14","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","58185",""
"Colombia","2005","Total","Both Sexes","10 +","Total","Census - de jure - complete tabulation","Final figure, complete","2009","32778276",""
"Colombia","2005","Total","Both Sexes","10 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","29729723",""
"Colombia","2005","Total","Both Sexes","10 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","2457673",""
"Colombia","2005","Total","Both Sexes","10 +","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","590880",""
"Colombia","2005","Total","Both Sexes","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2009","3885257",""
"Colombia","2005","Total","Both Sexes","15 - 19","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","3723749",""
"Colombia","2005","Total","Both Sexes","15 - 19","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","111646",""
"Colombia","2005","Total","Both Sexes","15 - 19","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","49862",""
"Colombia","2005","Total","Both Sexes","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2009","3560869",""
"Colombia","2005","Total","Both Sexes","20 - 24","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","3393379",""
"Colombia","2005","Total","Both Sexes","20 - 24","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","119795",""
"Colombia","2005","Total","Both Sexes","20 - 24","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","47695",""
"Colombia","2005","Total","Both Sexes","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2009","3241664",""
"Colombia","2005","Total","Both Sexes","25 - 29","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","3064826",""
"Colombia","2005","Total","Both Sexes","25 - 29","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","130176",""
"Colombia","2005","Total","Both Sexes","25 - 29","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","46662",""
"Colombia","2005","Total","Both Sexes","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2009","2895677",""
"Colombia","2005","Total","Both Sexes","30 - 34","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","2707164",""
"Colombia","2005","Total","Both Sexes","30 - 34","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","140498",""
"Colombia","2005","Total","Both Sexes","30 - 34","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","48015",""
"Colombia","2005","Total","Both Sexes","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2009","2903378",""
"Colombia","2005","Total","Both Sexes","35 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","2681796",""
"Colombia","2005","Total","Both Sexes","35 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","164833",""
"Colombia","2005","Total","Both Sexes","35 - 39","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","56749",""
"Colombia","2005","Total","Both Sexes","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2009","2721239",""
"Colombia","2005","Total","Both Sexes","40 - 44","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","2494542",""
"Colombia","2005","Total","Both Sexes","40 - 44","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","182384",""
"Colombia","2005","Total","Both Sexes","40 - 44","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","44313",""
"Colombia","2005","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2009","2283328",""
"Colombia","2005","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","2038758",""
"Colombia","2005","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","198728",""
"Colombia","2005","Total","Both Sexes","45 - 49","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","45842",""
"Colombia","2005","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2009","1829635",""
"Colombia","2005","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","1584398",""
"Colombia","2005","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","200101",""
"Colombia","2005","Total","Both Sexes","50 - 54","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","45136",""
"Colombia","2005","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2009","1446203",""
"Colombia","2005","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","1202263",""
"Colombia","2005","Total","Both Sexes","55 - 59","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","199775",""
"Colombia","2005","Total","Both Sexes","55 - 59","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","44165",""
"Colombia","2005","Total","Both Sexes","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2009","1100559",""
"Colombia","2005","Total","Both Sexes","60 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","865433",""
"Colombia","2005","Total","Both Sexes","60 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2009","194042",""
"Colombia","2005","Total","Both Sexes","60 - 64","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","41084",""
"Colombia","2005","Total","Both Sexes","65 - 69","Total","Census - de jure - complete tabulation","Final figure, complete","2009","916133",""
"Colombia","2005","Total","Both Sexes","65 - 69","Literate","Census - de jure - complete tabulation","Final figure, complete","2009","678561",""
